submission_id;age;bothShown;comments;correct;education;endTime;experiment_id;gender;identityIngroupResponse;identityOutgroupResponse;ingroupAgree;ingroupFirst;ingroupNorm;languages;outgroupDisagree;rating;response;startDate;startTime;timeSpent;topIssue;topIssueRating;trial_name;trial_number;understandingCheckResponse
2723;53;1;;NA;Hochschulabschluss;1629570375208;269;weiblich;NA;NA;NA;0;1;Deutsch;NA;NA;3;Sat Aug 21 2021 20:25:27 GMT+0200 (CEST);1629570327297;0.7985166666666667;NA;NA;dilemma;1;NA
2723;53;NA;;NA;Hochschulabschluss;1629570375208;269;weiblich;NA;NA;NA;NA;NA;Deutsch;NA;0;NA;Sat Aug 21 2021 20:25:27 GMT+0200 (CEST);1629570327297;0.7985166666666667;NA;NA;dilemma_rating;1;NA
2723;53;NA;;TRUE;Hochschulabschluss;1629570375208;269;weiblich;NA;NA;NA;NA;NA;Deutsch;NA;NA;NA;Sat Aug 21 2021 20:25:27 GMT+0200 (CEST);1629570327297;0.7985166666666667;NA;NA;control;1;1
2723;53;NA;;NA;Hochschulabschluss;1629570375208;269;weiblich;5;3;1;NA;NA;Deutsch;1;NA;NA;Sat Aug 21 2021 20:25:27 GMT+0200 (CEST);1629570327297;0.7985166666666667;NA;NA;group_identity;1;NA
2721;22;NA;;NA;Abitur;1629565697376;269;männlich;NA;NA;NA;NA;NA;deutsch;NA;NA;NA;Sat Aug 21 2021 19:07:23 GMT+0200 (Mitteleuropäische Sommerzeit);1629565643841;0.89225;7;NA;issue_choice;1;NA
2721;22;NA;;NA;Abitur;1629565697376;269;männlich;NA;NA;NA;NA;NA;deutsch;NA;NA;NA;Sat Aug 21 2021 19:07:23 GMT+0200 (Mitteleuropäische Sommerzeit);1629565643841;0.89225;NA;1;issue_rating;1;NA
2721;22;0;;NA;Abitur;1629565697376;269;männlich;NA;NA;NA;0;1;deutsch;NA;NA;4;Sat Aug 21 2021 19:07:23 GMT+0200 (Mitteleuropäische Sommerzeit);1629565643841;0.89225;NA;NA;dilemma;1;NA
2721;22;NA;;NA;Abitur;1629565697376;269;männlich;NA;NA;NA;NA;NA;deutsch;NA;0;NA;Sat Aug 21 2021 19:07:23 GMT+0200 (Mitteleuropäische Sommerzeit);1629565643841;0.89225;NA;NA;dilemma_rating;1;NA
2721;22;NA;;TRUE;Abitur;1629565697376;269;männlich;NA;NA;NA;NA;NA;deutsch;NA;NA;NA;Sat Aug 21 2021 19:07:23 GMT+0200 (Mitteleuropäische Sommerzeit);1629565643841;0.89225;NA;NA;control;1;1
2721;22;NA;;NA;Abitur;1629565697376;269;männlich;6;2;1;NA;NA;deutsch;1;NA;NA;Sat Aug 21 2021 19:07:23 GMT+0200 (Mitteleuropäische Sommerzeit);1629565643841;0.89225;NA;NA;group_identity;1;NA
2720;21;NA;;NA;Abitur;1629564702721;269;männlich;NA;NA;NA;NA;NA;deutsch;NA;NA;NA;Sat Aug 21 2021 18:51:30 GMT+0200 (CEST);1629564690332;0.20648333333333332;4;NA;issue_choice;1;NA
2720;21;NA;;NA;Abitur;1629564702721;269;männlich;NA;NA;NA;NA;NA;deutsch;NA;NA;NA;Sat Aug 21 2021 18:51:30 GMT+0200 (CEST);1629564690332;0.20648333333333332;NA;9;issue_rating;1;NA
2720;21;0;;NA;Abitur;1629564702721;269;männlich;NA;NA;NA;0;1;deutsch;NA;NA;3;Sat Aug 21 2021 18:51:30 GMT+0200 (CEST);1629564690332;0.20648333333333332;NA;NA;dilemma;1;NA
2720;21;NA;;NA;Abitur;1629564702721;269;männlich;NA;NA;NA;NA;NA;deutsch;NA;2;NA;Sat Aug 21 2021 18:51:30 GMT+0200 (CEST);1629564690332;0.20648333333333332;NA;NA;dilemma_rating;1;NA
2720;21;NA;;TRUE;Abitur;1629564702721;269;männlich;NA;NA;NA;NA;NA;deutsch;NA;NA;NA;Sat Aug 21 2021 18:51:30 GMT+0200 (CEST);1629564690332;0.20648333333333332;NA;NA;control;1;1
2720;21;NA;;NA;Abitur;1629564702721;269;männlich;6;2;1;NA;NA;deutsch;1;NA;NA;Sat Aug 21 2021 18:51:30 GMT+0200 (CEST);1629564690332;0.20648333333333332;NA;NA;group_identity;1;NA
2716;25;NA;;NA;Universitärer Abschluss;1629562427718;269;weiblich;NA;NA;NA;NA;NA;Deutsch;NA;NA;NA;Sat Aug 21 2021 18:13:27 GMT+0200 (Central European Summer Time);1629562407343;0.33958333333333335;2;NA;issue_choice;1;NA
2716;25;NA;;NA;Universitärer Abschluss;1629562427718;269;weiblich;NA;NA;NA;NA;NA;Deutsch;NA;NA;NA;Sat Aug 21 2021 18:13:27 GMT+0200 (Central European Summer Time);1629562407343;0.33958333333333335;NA;2;issue_rating;1;NA
2716;25;0;;NA;Universitärer Abschluss;1629562427718;269;weiblich;NA;NA;NA;0;0;Deutsch;NA;NA;5;Sat Aug 21 2021 18:13:27 GMT+0200 (Central European Summer Time);1629562407343;0.33958333333333335;NA;NA;dilemma;1;NA
2716;25;NA;;NA;Universitärer Abschluss;1629562427718;269;weiblich;NA;NA;NA;NA;NA;Deutsch;NA;-1;NA;Sat Aug 21 2021 18:13:27 GMT+0200 (Central European Summer Time);1629562407343;0.33958333333333335;NA;NA;dilemma_rating;1;NA
2716;25;NA;;TRUE;Universitärer Abschluss;1629562427718;269;weiblich;NA;NA;NA;NA;NA;Deutsch;NA;NA;NA;Sat Aug 21 2021 18:13:27 GMT+0200 (Central European Summer Time);1629562407343;0.33958333333333335;NA;NA;control;1;1
2716;25;NA;;NA;Universitärer Abschluss;1629562427718;269;weiblich;1;6;0;NA;NA;Deutsch;0;NA;NA;Sat Aug 21 2021 18:13:27 GMT+0200 (Central European Summer Time);1629562407343;0.33958333333333335;NA;NA;group_identity;1;NA
2714;21;NA;;NA;Abitur;1629561164524;269;weiblich;NA;NA;NA;NA;NA;Deutsch;NA;NA;NA;Sat Aug 21 2021 17:52:13 GMT+0200 (Central European Summer Time);1629561133072;0.5242;1;NA;issue_choice;1;NA
2714;21;NA;;NA;Abitur;1629561164524;269;weiblich;NA;NA;NA;NA;NA;Deutsch;NA;NA;NA;Sat Aug 21 2021 17:52:13 GMT+0200 (Central European Summer Time);1629561133072;0.5242;NA;10;issue_rating;1;NA
2714;21;1;;NA;Abitur;1629561164524;269;weiblich;NA;NA;NA;1;0;Deutsch;NA;NA;3;Sat Aug 21 2021 17:52:13 GMT+0200 (Central European Summer Time);1629561133072;0.5242;NA;NA;dilemma;1;NA
2714;21;NA;;NA;Abitur;1629561164524;269;weiblich;NA;NA;NA;NA;NA;Deutsch;NA;1;NA;Sat Aug 21 2021 17:52:13 GMT+0200 (Central European Summer Time);1629561133072;0.5242;NA;NA;dilemma_rating;1;NA
2714;21;NA;;TRUE;Abitur;1629561164524;269;weiblich;NA;NA;NA;NA;NA;Deutsch;NA;NA;NA;Sat Aug 21 2021 17:52:13 GMT+0200 (Central European Summer Time);1629561133072;0.5242;NA;NA;control;1;1
2714;21;NA;;NA;Abitur;1629561164524;269;weiblich;6;1;1;NA;NA;Deutsch;1;NA;NA;Sat Aug 21 2021 17:52:13 GMT+0200 (Central European Summer Time);1629561133072;0.5242;NA;NA;group_identity;1;NA
2711;;NA;;NA;;1629544986662;269;;NA;NA;NA;NA;NA;;NA;NA;NA;Sat Aug 21 2021 13:22:51 GMT+0200 (Central European Summer Time);1629544971373;0.2548166666666667;5;NA;issue_choice;1;NA
2711;;NA;;NA;;1629544986662;269;;NA;NA;NA;NA;NA;;NA;NA;NA;Sat Aug 21 2021 13:22:51 GMT+0200 (Central European Summer Time);1629544971373;0.2548166666666667;NA;1;issue_rating;1;NA
2711;;0;;NA;;1629544986662;269;;NA;NA;NA;0;0;;NA;NA;5;Sat Aug 21 2021 13:22:51 GMT+0200 (Central European Summer Time);1629544971373;0.2548166666666667;NA;NA;dilemma;1;NA
2711;;NA;;NA;;1629544986662;269;;NA;NA;NA;NA;NA;;NA;3;NA;Sat Aug 21 2021 13:22:51 GMT+0200 (Central European Summer Time);1629544971373;0.2548166666666667;NA;NA;dilemma_rating;1;NA
2711;;NA;;TRUE;;1629544986662;269;;NA;NA;NA;NA;NA;;NA;NA;NA;Sat Aug 21 2021 13:22:51 GMT+0200 (Central European Summer Time);1629544971373;0.2548166666666667;NA;NA;control;1;1
2711;;NA;;NA;;1629544986662;269;;1;6;0;NA;NA;;0;NA;NA;Sat Aug 21 2021 13:22:51 GMT+0200 (Central European Summer Time);1629544971373;0.2548166666666667;NA;NA;group_identity;1;NA
2696;24;NA;;NA;Abitur;1629403627114;269;weiblich;NA;NA;NA;NA;NA;Deutsch;NA;NA;NA;Thu Aug 19 2021 22:06:24 GMT+0200 (CEST);1629403584470;0.7107333333333333;1;NA;issue_choice;1;NA
2696;24;NA;;NA;Abitur;1629403627114;269;weiblich;NA;NA;NA;NA;NA;Deutsch;NA;NA;NA;Thu Aug 19 2021 22:06:24 GMT+0200 (CEST);1629403584470;0.7107333333333333;NA;10;issue_rating;1;NA
2696;24;0;;NA;Abitur;1629403627114;269;weiblich;NA;NA;NA;0;1;Deutsch;NA;NA;3;Thu Aug 19 2021 22:06:24 GMT+0200 (CEST);1629403584470;0.7107333333333333;NA;NA;dilemma;1;NA
2696;24;NA;;NA;Abitur;1629403627114;269;weiblich;NA;NA;NA;NA;NA;Deutsch;NA;-1;NA;Thu Aug 19 2021 22:06:24 GMT+0200 (CEST);1629403584470;0.7107333333333333;NA;NA;dilemma_rating;1;NA
2696;24;NA;;TRUE;Abitur;1629403627114;269;weiblich;NA;NA;NA;NA;NA;Deutsch;NA;NA;NA;Thu Aug 19 2021 22:06:24 GMT+0200 (CEST);1629403584470;0.7107333333333333;NA;NA;control;1;1
2696;24;NA;;NA;Abitur;1629403627114;269;weiblich;5;2;1;NA;NA;Deutsch;1;NA;NA;Thu Aug 19 2021 22:06:24 GMT+0200 (CEST);1629403584470;0.7107333333333333;NA;NA;group_identity;1;NA
2694;23;NA;;NA;Universitärer Abschluss;1629399590686;269;männlich;NA;NA;NA;NA;NA;Luxemburgisch;NA;NA;NA;Thu Aug 19 2021 20:59:16 GMT+0200 (CEST);1629399556104;0.5763666666666667;8;NA;issue_choice;1;NA
2694;23;NA;;NA;Universitärer Abschluss;1629399590686;269;männlich;NA;NA;NA;NA;NA;Luxemburgisch;NA;NA;NA;Thu Aug 19 2021 20:59:16 GMT+0200 (CEST);1629399556104;0.5763666666666667;NA;10;issue_rating;1;NA
2694;23;0;;NA;Universitärer Abschluss;1629399590686;269;männlich;NA;NA;NA;0;0;Luxemburgisch;NA;NA;3;Thu Aug 19 2021 20:59:16 GMT+0200 (CEST);1629399556104;0.5763666666666667;NA;NA;dilemma;1;NA
2694;23;NA;;NA;Universitärer Abschluss;1629399590686;269;männlich;NA;NA;NA;NA;NA;Luxemburgisch;NA;0;NA;Thu Aug 19 2021 20:59:16 GMT+0200 (CEST);1629399556104;0.5763666666666667;NA;NA;dilemma_rating;1;NA
2694;23;NA;;TRUE;Universitärer Abschluss;1629399590686;269;männlich;NA;NA;NA;NA;NA;Luxemburgisch;NA;NA;NA;Thu Aug 19 2021 20:59:16 GMT+0200 (CEST);1629399556104;0.5763666666666667;NA;NA;control;1;1
2694;23;NA;;NA;Universitärer Abschluss;1629399590686;269;männlich;6;1;1;NA;NA;Luxemburgisch;1;NA;NA;Thu Aug 19 2021 20:59:16 GMT+0200 (CEST);1629399556104;0.5763666666666667;NA;NA;group_identity;1;NA
2693;22;NA;;NA;Abitur;1629398143856;269;weiblich;NA;NA;NA;NA;NA;Deutsch;NA;NA;NA;Thu Aug 19 2021 20:35:21 GMT+0200 (CEST);1629398121044;0.3802;3;NA;issue_choice;1;NA
2693;22;NA;;NA;Abitur;1629398143856;269;weiblich;NA;NA;NA;NA;NA;Deutsch;NA;NA;NA;Thu Aug 19 2021 20:35:21 GMT+0200 (CEST);1629398121044;0.3802;NA;8;issue_rating;1;NA
2693;22;0;;NA;Abitur;1629398143856;269;weiblich;NA;NA;NA;0;1;Deutsch;NA;NA;4;Thu Aug 19 2021 20:35:21 GMT+0200 (CEST);1629398121044;0.3802;NA;NA;dilemma;1;NA
2693;22;NA;;NA;Abitur;1629398143856;269;weiblich;NA;NA;NA;NA;NA;Deutsch;NA;0;NA;Thu Aug 19 2021 20:35:21 GMT+0200 (CEST);1629398121044;0.3802;NA;NA;dilemma_rating;1;NA
2693;22;NA;;TRUE;Abitur;1629398143856;269;weiblich;NA;NA;NA;NA;NA;Deutsch;NA;NA;NA;Thu Aug 19 2021 20:35:21 GMT+0200 (CEST);1629398121044;0.3802;NA;NA;control;1;1
2693;22;NA;;NA;Abitur;1629398143856;269;weiblich;7;1;1;NA;NA;Deutsch;1;NA;NA;Thu Aug 19 2021 20:35:21 GMT+0200 (CEST);1629398121044;0.3802;NA;NA;group_identity;1;NA
2692;23;NA;;NA;Abitur;1629396401986;269;weiblich;NA;NA;NA;NA;NA;Deutsch;NA;NA;NA;Thu Aug 19 2021 20:06:01 GMT+0200 (Mitteleuropäische Sommerzeit);1629396361231;0.67925;1;NA;issue_choice;1;NA
2692;23;NA;;NA;Abitur;1629396401986;269;weiblich;NA;NA;NA;NA;NA;Deutsch;NA;NA;NA;Thu Aug 19 2021 20:06:01 GMT+0200 (Mitteleuropäische Sommerzeit);1629396361231;0.67925;NA;10;issue_rating;1;NA
2692;23;0;;NA;Abitur;1629396401986;269;weiblich;NA;NA;NA;0;0;Deutsch;NA;NA;5;Thu Aug 19 2021 20:06:01 GMT+0200 (Mitteleuropäische Sommerzeit);1629396361231;0.67925;NA;NA;dilemma;1;NA
2692;23;NA;;NA;Abitur;1629396401986;269;weiblich;NA;NA;NA;NA;NA;Deutsch;NA;3;NA;Thu Aug 19 2021 20:06:01 GMT+0200 (Mitteleuropäische Sommerzeit);1629396361231;0.67925;NA;NA;dilemma_rating;1;NA
2692;23;NA;;TRUE;Abitur;1629396401986;269;weiblich;NA;NA;NA;NA;NA;Deutsch;NA;NA;NA;Thu Aug 19 2021 20:06:01 GMT+0200 (Mitteleuropäische Sommerzeit);1629396361231;0.67925;NA;NA;control;1;1
2692;23;NA;;NA;Abitur;1629396401986;269;weiblich;6;1;1;NA;NA;Deutsch;1;NA;NA;Thu Aug 19 2021 20:06:01 GMT+0200 (Mitteleuropäische Sommerzeit);1629396361231;0.67925;NA;NA;group_identity;1;NA
2691;23;NA;;NA;Abitur;1629395747084;269;weiblich;NA;NA;NA;NA;NA;Deutsch;NA;NA;NA;Thu Aug 19 2021 19:55:14 GMT+0200 (Mitteleuropäische Sommerzeit);1629395714543;0.54235;1;NA;issue_choice;1;NA
2691;23;NA;;NA;Abitur;1629395747084;269;weiblich;NA;NA;NA;NA;NA;Deutsch;NA;NA;NA;Thu Aug 19 2021 19:55:14 GMT+0200 (Mitteleuropäische Sommerzeit);1629395714543;0.54235;NA;10;issue_rating;1;NA
2691;23;0;;NA;Abitur;1629395747084;269;weiblich;NA;NA;NA;0;1;Deutsch;NA;NA;3;Thu Aug 19 2021 19:55:14 GMT+0200 (Mitteleuropäische Sommerzeit);1629395714543;0.54235;NA;NA;dilemma;1;NA
2691;23;NA;;NA;Abitur;1629395747084;269;weiblich;NA;NA;NA;NA;NA;Deutsch;NA;2;NA;Thu Aug 19 2021 19:55:14 GMT+0200 (Mitteleuropäische Sommerzeit);1629395714543;0.54235;NA;NA;dilemma_rating;1;NA
2691;23;NA;;TRUE;Abitur;1629395747084;269;weiblich;NA;NA;NA;NA;NA;Deutsch;NA;NA;NA;Thu Aug 19 2021 19:55:14 GMT+0200 (Mitteleuropäische Sommerzeit);1629395714543;0.54235;NA;NA;control;1;1
2691;23;NA;;NA;Abitur;1629395747084;269;weiblich;6;1;1;NA;NA;Deutsch;1;NA;NA;Thu Aug 19 2021 19:55:14 GMT+0200 (Mitteleuropäische Sommerzeit);1629395714543;0.54235;NA;NA;group_identity;1;NA
2688;51;NA;;NA;Universitärer Abschluss;1629390498692;269;männlich;NA;NA;NA;NA;NA;Deutsch;NA;NA;NA;Thu Aug 19 2021 18:26:57 GMT+0200 (Central European Summer Time);1629390417684;1.3501333333333334;1;NA;issue_choice;1;NA
2688;51;NA;;NA;Universitärer Abschluss;1629390498692;269;männlich;NA;NA;NA;NA;NA;Deutsch;NA;NA;NA;Thu Aug 19 2021 18:26:57 GMT+0200 (Central European Summer Time);1629390417684;1.3501333333333334;NA;7;issue_rating;1;NA
2688;51;0;;NA;Universitärer Abschluss;1629390498692;269;männlich;NA;NA;NA;0;1;Deutsch;NA;NA;1;Thu Aug 19 2021 18:26:57 GMT+0200 (Central European Summer Time);1629390417684;1.3501333333333334;NA;NA;dilemma;1;NA
2688;51;NA;;NA;Universitärer Abschluss;1629390498692;269;männlich;NA;NA;NA;NA;NA;Deutsch;NA;3;NA;Thu Aug 19 2021 18:26:57 GMT+0200 (Central European Summer Time);1629390417684;1.3501333333333334;NA;NA;dilemma_rating;1;NA
2688;51;NA;;TRUE;Universitärer Abschluss;1629390498692;269;männlich;NA;NA;NA;NA;NA;Deutsch;NA;NA;NA;Thu Aug 19 2021 18:26:57 GMT+0200 (Central European Summer Time);1629390417684;1.3501333333333334;NA;NA;control;1;1
2688;51;NA;;NA;Universitärer Abschluss;1629390498692;269;männlich;2;1;0;NA;NA;Deutsch;1;NA;NA;Thu Aug 19 2021 18:26:57 GMT+0200 (Central European Summer Time);1629390417684;1.3501333333333334;NA;NA;group_identity;1;NA
2667;26;NA;"Gscheiter mr denkt alles, was mr sagt, als mr sagt alles was mr denkt.
Wer nix denkt, ka au nix vrgessa.
Da sagsch am beschta nix, na kommsch en nix nei";NA;Hochschulabschluss;1629274217276;269;männlich;NA;NA;NA;NA;NA;Schwäbisch;NA;NA;NA;Wed Aug 18 2021 09:59:12 GMT+0200 (CEST);1629273552739;11.075616666666667;7;NA;issue_choice;1;NA
2667;26;NA;"Gscheiter mr denkt alles, was mr sagt, als mr sagt alles was mr denkt.
Wer nix denkt, ka au nix vrgessa.
Da sagsch am beschta nix, na kommsch en nix nei";NA;Hochschulabschluss;1629274217276;269;männlich;NA;NA;NA;NA;NA;Schwäbisch;NA;NA;NA;Wed Aug 18 2021 09:59:12 GMT+0200 (CEST);1629273552739;11.075616666666667;NA;5;issue_rating;1;NA
2667;26;1;"Gscheiter mr denkt alles, was mr sagt, als mr sagt alles was mr denkt.
Wer nix denkt, ka au nix vrgessa.
Da sagsch am beschta nix, na kommsch en nix nei";NA;Hochschulabschluss;1629274217276;269;männlich;NA;NA;NA;1;0;Schwäbisch;NA;NA;5;Wed Aug 18 2021 09:59:12 GMT+0200 (CEST);1629273552739;11.075616666666667;NA;NA;dilemma;1;NA
2667;26;NA;"Gscheiter mr denkt alles, was mr sagt, als mr sagt alles was mr denkt.
Wer nix denkt, ka au nix vrgessa.
Da sagsch am beschta nix, na kommsch en nix nei";NA;Hochschulabschluss;1629274217276;269;männlich;NA;NA;NA;NA;NA;Schwäbisch;NA;-1;NA;Wed Aug 18 2021 09:59:12 GMT+0200 (CEST);1629273552739;11.075616666666667;NA;NA;dilemma_rating;1;NA
2667;26;NA;"Gscheiter mr denkt alles, was mr sagt, als mr sagt alles was mr denkt.
Wer nix denkt, ka au nix vrgessa.
Da sagsch am beschta nix, na kommsch en nix nei";FALSE;Hochschulabschluss;1629274217276;269;männlich;NA;NA;NA;NA;NA;Schwäbisch;NA;NA;NA;Wed Aug 18 2021 09:59:12 GMT+0200 (CEST);1629273552739;11.075616666666667;NA;NA;control;1;2
2667;26;NA;"Gscheiter mr denkt alles, was mr sagt, als mr sagt alles was mr denkt.
Wer nix denkt, ka au nix vrgessa.
Da sagsch am beschta nix, na kommsch en nix nei";NA;Hochschulabschluss;1629274217276;269;männlich;4;4;0;NA;NA;Schwäbisch;0;NA;NA;Wed Aug 18 2021 09:59:12 GMT+0200 (CEST);1629273552739;11.075616666666667;NA;NA;group_identity;1;NA
2666;21;NA;;NA;Abitur;1629271638355;269;männlich;NA;NA;NA;NA;NA;Deutsch;NA;NA;NA;Wed Aug 18 2021 09:26:54 GMT+0200 (CEST);1629271614375;0.39966666666666667;1;NA;issue_choice;1;NA
2666;21;NA;;NA;Abitur;1629271638355;269;männlich;NA;NA;NA;NA;NA;Deutsch;NA;NA;NA;Wed Aug 18 2021 09:26:54 GMT+0200 (CEST);1629271614375;0.39966666666666667;NA;9;issue_rating;1;NA
2666;21;1;;NA;Abitur;1629271638355;269;männlich;NA;NA;NA;1;0;Deutsch;NA;NA;2;Wed Aug 18 2021 09:26:54 GMT+0200 (CEST);1629271614375;0.39966666666666667;NA;NA;dilemma;1;NA
2666;21;NA;;NA;Abitur;1629271638355;269;männlich;NA;NA;NA;NA;NA;Deutsch;NA;-1;NA;Wed Aug 18 2021 09:26:54 GMT+0200 (CEST);1629271614375;0.39966666666666667;NA;NA;dilemma_rating;1;NA
2666;21;NA;;TRUE;Abitur;1629271638355;269;männlich;NA;NA;NA;NA;NA;Deutsch;NA;NA;NA;Wed Aug 18 2021 09:26:54 GMT+0200 (CEST);1629271614375;0.39966666666666667;NA;NA;control;1;1
2666;21;NA;;NA;Abitur;1629271638355;269;männlich;5;1;1;NA;NA;Deutsch;1;NA;NA;Wed Aug 18 2021 09:26:54 GMT+0200 (CEST);1629271614375;0.39966666666666667;NA;NA;group_identity;1;NA
2656;21;NA;;NA;Abitur;1629248828454;269;weiblich;NA;NA;NA;NA;NA;Deutsch;NA;NA;NA;Wed Aug 18 2021 03:06:49 GMT+0200 (Central European Summer Time);1629248809630;0.3137333333333333;7;NA;issue_choice;1;NA
2656;21;NA;;NA;Abitur;1629248828454;269;weiblich;NA;NA;NA;NA;NA;Deutsch;NA;NA;NA;Wed Aug 18 2021 03:06:49 GMT+0200 (Central European Summer Time);1629248809630;0.3137333333333333;NA;4;issue_rating;1;NA
2656;21;1;;NA;Abitur;1629248828454;269;weiblich;NA;NA;NA;1;0;Deutsch;NA;NA;4;Wed Aug 18 2021 03:06:49 GMT+0200 (Central European Summer Time);1629248809630;0.3137333333333333;NA;NA;dilemma;1;NA
2656;21;NA;;NA;Abitur;1629248828454;269;weiblich;NA;NA;NA;NA;NA;Deutsch;NA;-1;NA;Wed Aug 18 2021 03:06:49 GMT+0200 (Central European Summer Time);1629248809630;0.3137333333333333;NA;NA;dilemma_rating;1;NA
2656;21;NA;;TRUE;Abitur;1629248828454;269;weiblich;NA;NA;NA;NA;NA;Deutsch;NA;NA;NA;Wed Aug 18 2021 03:06:49 GMT+0200 (Central European Summer Time);1629248809630;0.3137333333333333;NA;NA;control;1;1
2656;21;NA;;NA;Abitur;1629248828454;269;weiblich;5;5;1;NA;NA;Deutsch;0;NA;NA;Wed Aug 18 2021 03:06:49 GMT+0200 (Central European Summer Time);1629248809630;0.3137333333333333;NA;NA;group_identity;1;NA
2652;50;NA;;NA;Universitärer Abschluss;1629230107586;269;männlich;NA;NA;NA;NA;NA;Deutsch;NA;NA;NA;Tue Aug 17 2021 21:53:38 GMT+0200 (Central European Summer Time);1629230018380;1.4867666666666666;1;NA;issue_choice;1;NA
2652;50;NA;;NA;Universitärer Abschluss;1629230107586;269;männlich;NA;NA;NA;NA;NA;Deutsch;NA;NA;NA;Tue Aug 17 2021 21:53:38 GMT+0200 (Central European Summer Time);1629230018380;1.4867666666666666;NA;10;issue_rating;1;NA
2652;50;0;;NA;Universitärer Abschluss;1629230107586;269;männlich;NA;NA;NA;0;0;Deutsch;NA;NA;3;Tue Aug 17 2021 21:53:38 GMT+0200 (Central European Summer Time);1629230018380;1.4867666666666666;NA;NA;dilemma;1;NA
